rate,F1_micro,F1_macro
0.1,0.7382198952879581,0.7355436581120467
0.2,0.7670157068062827,0.7653147914296897
0.3,0.7509349289454,0.7493947056120619
0.4,0.7547993019197208,0.7533376199041244
0.5,0.7591623036649215,0.7582300862166229
0.6,0.75,0.7494723729115442
0.7,0.7521815008726004,0.7523278779190467
0.8,0.7853403141361258,0.7863454701250523
0.9,0.7958115183246073,0.7991089792560381
