rate,F1_micro,F1_macro
0.1,0.2629435718440954,0.1040994933210502
0.2,0.25850785340314136,0.10270410816432658
0.3,0.2572924457741212,0.10232004759071982
0.4,0.25392670157068065,0.1012526096033403
0.5,0.2617801047120419,0.1037344398340249
0.6,0.2513089005235602,0.100418410041841
0.7,0.24781849912739964,0.10274741759890275
0.8,0.2591623036649215,0.10291060291060292
0.9,0.24083769633507854,0.11625950392621215
